,ModelName,recall,accuracy,f_one_score,precision
0,DecisionTree,0.955555555556,1.74468085106,0.977272727273,1.0
1,RandomForest,0.955555555556,1.74468085106,0.977272727273,1.0
2,LinearSVM,1.0,1.86666666667,1.0,1.0
